,loss,val_loss,lr
0,0.053178634494543076,0.11165937781333923,1e-04
1,0.012024077586829662,0.08567585796117783,1e-04
2,0.006368714850395918,0.0687979981303215,1e-04
3,0.005202851723879576,0.055898722261190414,1e-04
4,0.004142912104725838,0.048038385808467865,1e-04
5,0.0038086900021880865,0.04108280688524246,1e-04
6,0.002876837272197008,0.035193707793951035,1e-04
7,0.00305086188018322,0.031018314883112907,1e-04
8,0.0028649386949837208,0.02775176428258419,1e-04
9,0.00273887044750154,0.025167440995573997,1e-04
10,0.0029007482808083296,0.022458992898464203,1e-04
11,0.0023260770831257105,0.019798360764980316,1e-04
12,0.0021405916195362806,0.01804235577583313,1e-04
13,0.0022418228909373283,0.01550198532640934,1e-04
14,0.0025124524254351854,0.013548810966312885,1e-04
15,0.0022803570609539747,0.012293300591409206,1e-04
16,0.0024733005557209253,0.0115257129073143,1e-04
17,0.002445582766085863,0.00827479362487793,1e-04
18,0.001892103930003941,0.007377323694527149,1e-04
19,0.002050570212304592,0.0062988330610096455,1e-04
20,0.0018968847580254078,0.0051541621796786785,1e-04
21,0.0019284180598333478,0.004223150666803122,1e-04
22,0.0016154536278918386,0.0038434925954788923,1e-04
23,0.0019087119726464152,0.0031117915641516447,1e-04
24,0.0016347224591299891,0.0026879797223955393,1e-04
25,0.0017659923760220408,0.0039128405041992664,1e-04
26,0.0020751201082021,0.0014506960287690163,1e-04
27,0.0020249898079782724,0.0019244360737502575,1e-04
28,0.0016461091581732035,0.0013378363801166415,1e-04
29,0.0014953274512663484,0.0010884582297876477,1e-04
30,0.0014674286358058453,0.0011492782505229115,1e-04
31,0.0017108205938711762,0.0011394250905141234,1e-04
32,0.0014549153856933117,0.0013001434272155166,1e-04
33,0.00179578666575253,0.0017918762750923634,1e-04
34,0.0017301831394433975,0.0015514969127252698,1e-04
35,0.0015793157508596778,0.0011051588226109743,1e-04
36,0.0014077641535550356,0.0011404521064832807,1e-04
37,0.0014116829261183739,0.0010380828753113747,1e-04
38,0.0015230914577841759,0.0012440587161108851,1e-04
39,0.0014698818558827043,0.0010621220571920276,1e-04
40,0.0013509704731404781,0.0011462685652077198,1e-04
41,0.0014461732935160398,0.0016995352925732732,1e-04
42,0.0013556426856666803,0.001075091538950801,1e-04
43,0.0012114335549995303,0.0011304577346891165,1e-04
44,0.001159441890195012,0.00102122756652534,1e-04
45,0.0013893608702346683,0.001135296537540853,1e-04
46,0.0016577483620494604,0.001282464130781591,1e-04
47,0.0012980314204469323,0.0010867092059925199,1e-04
48,0.0014903555857017636,0.001066126162186265,1e-04
49,0.0013760440051555634,0.0011079484829679132,1e-04
50,0.0014383884845301509,0.001096657244488597,1e-04
51,0.001116038765758276,0.0012950513046234846,1e-04
52,0.0011812116717919707,0.001109614153392613,1e-04
53,0.00147593196015805,0.001271962421014905,1e-04
