,loss,val_loss,lr
0,0.9058118462562561,1.4462742805480957,1e-04
1,0.5921474099159241,1.3235081434249878,1e-04
2,0.4722810387611389,1.240898847579956,1e-04
3,0.25909224152565,1.156888723373413,1e-04
4,0.16769865155220032,1.1004053354263306,1e-04
5,0.13931207358837128,1.074594259262085,1e-04
6,0.13508348166942596,1.0432482957839966,1e-04
7,0.1241195946931839,1.0000813007354736,1e-04
8,0.11850163340568542,0.9690731763839722,1e-04
9,0.11227364838123322,0.9127997159957886,1e-04
10,0.11184533685445786,0.8739903569221497,1e-04
11,0.11356222629547119,0.8274802565574646,1e-04
12,0.11108839511871338,0.7625919580459595,1e-04
13,0.1071317195892334,0.7166367173194885,1e-04
14,0.10924352705478668,0.6719751954078674,1e-04
15,0.10405340790748596,0.6326368451118469,1e-04
16,0.09980066865682602,0.5794570446014404,1e-04
17,0.09774178266525269,0.5350250601768494,1e-04
18,0.09941378235816956,0.5100005865097046,1e-04
19,0.09418313205242157,0.48922356963157654,1e-04
20,0.09471380710601807,0.4590804874897003,1e-04
21,0.09424389898777008,0.4333771765232086,1e-04
22,0.09634505212306976,0.3851988613605499,1e-04
23,0.09599205106496811,0.3696826696395874,1e-04
24,0.094270259141922,0.36728888750076294,1e-04
25,0.09040991216897964,0.29511189460754395,1e-04
26,0.0903288871049881,0.3309495449066162,1e-04
27,0.09040404111146927,0.2646327614784241,1e-04
28,0.08903098106384277,0.12575718760490417,1e-04
29,0.09068895131349564,0.08713480830192566,1e-04
30,0.08524647355079651,0.20511578023433685,1e-04
31,0.08754871785640717,0.10072152316570282,1e-04
32,0.08451131731271744,0.11662092804908752,1e-04
33,0.08729573339223862,0.07652916014194489,1e-04
34,0.08571606129407883,0.07920601218938828,1e-04
35,0.08689409494400024,0.07372350990772247,1e-04
36,0.085868239402771,0.07321589440107346,1e-04
37,0.0902305468916893,0.08391353487968445,1e-04
38,0.09103932231664658,0.40638968348503113,1e-04
39,0.0828828290104866,0.08362701535224915,1e-04
40,0.08484237641096115,0.07532396912574768,1e-04
41,0.08147376775741577,0.09834130853414536,1e-04
42,0.08118892461061478,0.07517867535352707,1e-04
43,0.07923639565706253,0.0757397711277008,1e-04
44,0.08058954030275345,0.27436336874961853,1e-04
