,loss,val_loss,lr
0,1.035691738128662,1.4842727184295654,1e-04
1,0.6650009751319885,1.3856970071792603,1e-04
2,0.5419896245002747,1.3187898397445679,1e-04
3,0.47425636649131775,1.2360382080078125,1e-04
4,0.3912588953971863,1.1674062013626099,1e-04
5,0.2492472231388092,1.1025522947311401,1e-04
6,0.15637770295143127,1.0660918951034546,1e-04
7,0.14404557645320892,1.045570969581604,1e-04
8,0.13603512942790985,0.9711658358573914,1e-04
9,0.13581468164920807,0.9099299907684326,1e-04
10,0.11831469088792801,0.8614295721054077,1e-04
11,0.11296213418245316,0.8026114106178284,1e-04
12,0.1130661591887474,0.7653477787971497,1e-04
13,0.10805095732212067,0.7083178162574768,1e-04
14,0.10385377705097198,0.6762035489082336,1e-04
15,0.1080598309636116,0.6215476393699646,1e-04
16,0.10212530195713043,0.5846913456916809,1e-04
17,0.10105887055397034,0.5445825457572937,1e-04
18,0.10157958418130875,0.5108326077461243,1e-04
19,0.09828653186559677,0.48272237181663513,1e-04
20,0.09762243181467056,0.46441540122032166,1e-04
21,0.09826350212097168,0.45075058937072754,1e-04
22,0.09462353587150574,0.40084487199783325,1e-04
23,0.09559153020381927,0.3730611503124237,1e-04
24,0.09401878714561462,0.35644546151161194,1e-04
25,0.08941338211297989,0.2690269947052002,1e-04
26,0.08972357958555222,0.36320605874061584,1e-04
27,0.09219442307949066,0.32633548974990845,1e-04
28,0.09723285585641861,0.11854208260774612,1e-04
29,0.09192947298288345,0.0990811288356781,1e-04
30,0.08896072953939438,0.1779632866382599,1e-04
31,0.0899406298995018,0.0752507820725441,1e-04
32,0.08636344224214554,0.09016881883144379,1e-04
33,0.08625587821006775,0.08599470555782318,1e-04
34,0.084196537733078,0.18658152222633362,1e-04
35,0.08468689769506454,0.0758080929517746,1e-04
36,0.08467715233564377,0.2050742357969284,1e-04
37,0.08249776065349579,0.1653653085231781,1e-04
38,0.08406291902065277,0.07410670071840286,1e-04
39,0.08983652293682098,0.09715186059474945,1e-04
40,0.08412201702594757,0.08076884597539902,1e-04
41,0.08157418668270111,0.07609786838293076,1e-04
42,0.08075925707817078,0.07666526734828949,1e-04
43,0.08089803904294968,0.07205308228731155,1e-04
44,0.08547384291887283,0.0777214914560318,1e-04
45,0.08021314442157745,0.15029960870742798,1e-04
46,0.08233892917633057,0.08384566754102707,1e-04
47,0.07953929901123047,0.08044654130935669,1e-04
48,0.08275721222162247,0.08000288158655167,1e-04
49,0.08406222611665726,0.07449418306350708,1e-04
50,0.0779123306274414,0.09339454025030136,1e-04
51,0.07823969423770905,0.07309803366661072,1e-04
52,0.07781561464071274,0.0761452466249466,1e-04
53,0.07629022002220154,0.14873477816581726,1e-04
54,0.0736144632101059,0.07637922465801239,1e-04
55,0.07232744991779327,0.0874151960015297,1e-04
56,0.07549525052309036,0.07244245707988739,1e-04
57,0.07452341169118881,0.07642646878957748,1e-04
58,0.0710626021027565,0.07147432863712311,1e-04
59,0.07215629518032074,0.07433875650167465,1e-04
60,0.07196278870105743,0.0718264952301979,1e-04
61,0.06994984298944473,0.07922694832086563,1e-04
62,0.06671135872602463,0.12432210892438889,1e-04
